Brand,Model,Price,Rating,Link,Favori Number,Rush Delivery,Free Cargo,İşlemci Tipi,Ram (Sistem Belleği),SSD Kapasitesi,İşletim Sistemi,Ekran Kartı,Ekran Boyutu,Çözünürlük,Kullanım Amacı,Cihaz Ağırlığı,Ekran Yenileme Hızı,Ekran Kartı Tipi,Ekran Kartı Hafızası,İşlemci Modeli,İşlemci Nesli,İşlemci Çekirdek Sayısı,Hard Disk Kapasitesi,Dokunmatik Ekran,Panel Tipi,Ram (Sistem Belleği) Tipi,Renk,Garanti Tipi,Temel İşlemci Hızı (GHz),Maksimum İşlemci Hızı (GHz),Bağlantılar,Klavye,Ekran Kartı Bellek Tipi,Çözünürlük Standartı,Garanti Süresi,Arttırılabilir Azami Bellek,HDMI
Dell,"Inspiron 3520 Intel Core i5 1235U 16 GB 1 TBSSD Windows 11 Home 15.6"" FHD 120Hz 3520AR20",18199.0,4.8,https://www.trendyol.com/dell/inspiron-3520-intel-core-i5-1235u-16-gb-1-tbssd-windows-11-home-15-6-fhd-120hz-3520ar20-p-791970176?boutiqueId=61&merchantId=1076285,1123.0,0,1,Intel Core i5,16.0,1.0,Windows,Intel UHD Graphics,"15,6 inç",1920 x 1080,Ofis - İş,2 - 4 kg,120.0,Dahili,1,1235U,12. Nesil,8.0,0.5,Yok,VA,DDR4,Siyah,Dell Türkiye Garantili,1.3,4.6,Bluetooth - HDMI,Q Türkçe,Dahili,Full HD (FHD),2.0,16.0,Yok
HP,"250 G9 Intel i5 1235U 16GB 512GB SSD 15.6"" FHD Win 11 Pro 6Q8M5ES WZO3",19999.0,5.0,https://www.trendyol.com/hp/250-g9-intel-i5-1235u-16gb-512gb-ssd-15-6-fhd-win-11-pro-6q8m5es-wzo3-p-831284261?boutiqueId=61&merchantId=228212,123.0,0,1,Intel Core i5,16.0,0.5,Windows,Intel Iris Graphics,"15,6 inç",1920 x 1080,Ofis - İş,2 kg ve altı,60.0,Dahili,1,1235U,12. Nesil,10.0,1.0,Yok,IPS,DDR4,Gri,HP Türkiye Garantili,1.3,4.5,USB - Bluetooth - HDMI,Q Türkçe,Dahili,Full HD (FHD),2.0,32.0,Yok
Zeiron,"Galaxy i5 10400F 16GB DDR4 512GB NVMe M.2 SSD GTX1660 Super 24"" 165Hz Oyuncu Masaüstü Bilgisayarı",22849.0,4.8,https://www.trendyol.com/zeiron/galaxy-i5-10400f-16gb-ddr4-512gb-nvme-m-2-ssd-gtx1660-super-24-165hz-oyuncu-masaustu-bilgisayari-p-363636199?boutiqueId=61&merchantId=127037,11700.0,1,1,Intel Core i5,16.0,0.5,Free Dos,Nvidia GeForce GTX 1660 SUPER,"24"" / 61 Ekran",1920 x 1080,Oyun,4 kg ve üzeri,165.0,Harici,6,1235U,12. Nesil,6.0,1.0,Yok,VA,DDR4,Siyah,Zeiron Türkiye Garantili,2.9,4.4,HDMI,RGB,GDDR6,Full HD (FHD),2.0,64.0,Var
HP,"255 G9 Ryzen 5 5625U 16GB 512GB SSD 15.6"" FHD Win11 Bilgisayar 9M3G7AT - Wz Çanta WZ3",15449.0,4.2,https://www.trendyol.com/hp/255-g9-ryzen-5-5625u-16gb-512gb-ssd-15-6-fhd-win11-bilgisayar-9m3g7at-wz-canta-wz3-p-845201954?boutiqueId=61&merchantId=557390,428.0,1,1,AMD Ryzen 5,16.0,0.5,Windows,AMD Radeon Graphics,"15,6 inç",1920 x 1080,Ofis - İş,2 kg ve altı,60.0,Dahili,1,5625U,5. Nesil,6.0,0.5,Yok,IPS,DDR4,Gri,HP Türkiye Garantili,2.3,4.3,USB - Bluetooth - HDMI,Q Türkçe,Dahili,Full HD (FHD),2.0,64.0,Yok
ACER,"Aspire 3 A315-510p-39s1 Intel I3-n305 Işlemci 8gb Ram 256ssd Uma15,6” Fhd Ekran W11 - Nx.kdhey.008",10999.0,4.1,https://www.trendyol.com/acer/aspire-3-a315-510p-39s1-intel-i3-n305-islemci-8gb-ram-256ssd-uma15-6-fhd-ekran-w11-nx-kdhey-008-p-792182204?boutiqueId=61&merchantId=107007,596.0,0,1,Intel Core i3,8.0,0.25,Windows,Intel UHD Graphics,"15,6 inç",1920 x 1080,Ev - Okul,2 kg ve altı,60.0,Dahili,1,N305,3. Nesil,8.0,0.25,Yok,LED,LPDDR5,Beyaz,Resmi Distribütör Garantili,4.0,4.5,Wi-Fi,Q Türkçe,Dahili,Full HD (FHD),2.0,8.0,Yok
Zeiron,"Amx60 Ryzen 5 3600 16GB 3200MHz 256GB SSD+1TB HDD Rx550 23.8"" Curved Oyuncu Bilgisayarı",17349.0,4.5,https://www.trendyol.com/zeiron/amx60-ryzen-5-3600-16gb-3200mhz-256gb-ssd-1tb-hdd-rx550-23-8-curved-oyuncu-bilgisayari-p-100719567?boutiqueId=61&merchantId=127037,6561.0,1,1,AMD Ryzen 5,16.0,0.234375,Free Dos,AMD Radeon RX 550,25 + inç,1920 x 1080,Oyun,2 - 4 kg,75.0,Harici,4,5500U,1. Nesil,4.0,1.0,Yok,IPS,DDR4,Siyah,Resmi Distribütör Garantili,3.6,5.0,Wi-Fi,RGB,GDDR5,Full HD Ultra Wide,2.0,32.0,Var
HP,"250 G9 Intel Core i5-1235U 8GB 512GB SSD Freedos 15.6""FHD Laptop 9M3F8AT",14599.0,5.0,https://www.trendyol.com/hp/250-g9-intel-core-i5-1235u-8gb-512gb-ssd-freedos-15-6-fhd-laptop-9m3f8at-p-881860133?boutiqueId=61&merchantId=216294,141.0,0,1,Intel Core i5,8.0,0.5,Free Dos,Dahili Ekran Kartı,"15,6 inç",1920 x 1080,Ofis - İş,2 kg ve altı,60.0,Dahili,1,1235U,12. Nesil,10.0,0.5,Yok,SVA,DDR4,Gri,Resmi Distribütör Garantili,2.3,2.8,HDMI,Q Türkçe,Dahili,Full HD (FHD),2.0,32.0,Yok
MSI,Thın 15 B12uc-1478xtr I5-12450h 16gb Rtx3050 Gddr6 4gb 512gb Ssd 15.6 Fhd 144hz Dos,28489.0,4.7,https://www.trendyol.com/msi/thin-15-b12uc-1478xtr-i5-12450h-16gb-rtx3050-gddr6-4gb-512gb-ssd-15-6-fhd-144hz-dos-p-820152712?boutiqueId=61&merchantId=141868,3650.0,1,1,Intel Core i5,16.0,0.5,Free Dos,Nvidia GeForce RTX 3050,"15,6 inç",1920 x 1080,Oyun,2 - 4 kg,144.0,Harici,4,12450H,12. Nesil,8.0,0.48828125,Yok,LED,DDR4,Siyah,MSI Türkiye Garantili,3.3,4.4,HDMI - USB,RGB,GDDR6,Full HD (FHD),2.0,16.0,Yok
Zeiron,Scorpion X70 Ryzen 7 5700X 32GB DDR4 RAM 1TB NVMe M.2 SSD RTX4060 8GB Oyuncu Masaüstü Bilgisayar,32199.0,5.0,https://www.trendyol.com/zeiron/scorpion-x70-ryzen-7-5700x-32gb-ddr4-ram-1tb-nvme-m-2-ssd-rtx4060-8gb-oyuncu-masaustu-bilgisayar-p-878499478?boutiqueId=61&merchantId=127037,0.0,1,1,AMD Ryzen 7,32.0,1.0,Free Dos,Nvidia GeForce RTX 4060,"15,6 inç",1920 x 1080,Oyun,4 kg ve üzeri,60.0,Harici,8,12400F,4. Nesil,8.0,1.0,Yok,VA,DDR4,Siyah,Zeiron Türkiye Garantili,3.4,4.4,Display Port,RGB,DDR4,Full HD (FHD),2.0,64.0,Var
ASUS,Vivobook 15 12.Nesil Core i5 1235U-16Gb-512Gb Ssd-15.6inc-W11,21299.0,4.4,https://www.trendyol.com/asus/vivobook-15-12-nesil-core-i5-1235u-16gb-512gb-ssd-15-6inc-w11-p-794346874?boutiqueId=61&merchantId=153128,1700.0,1,1,Intel Core i5,16.0,0.5,Windows,Intel UHD Graphics,"15,6 inç",1920 x 1080,Ofis - İş,2 kg ve altı,60.0,Dahili,1,1235U,12. Nesil,10.0,0.5,Yok,TN,DDR4,Gri,Asus Türkiye Garantili,1.3,4.4,USB - Bluetooth - HDMI,Q Türkçe,Dahili,Full HD (FHD),2.0,16.0,Yok
HP,"AMD Ryzen 7-5700U 8GB 512GB SSD 15.6"" FHD Freedos Gümüş Renkli Dizüstü Bilgisayar 4H0J2EA",13989.0,4.7,https://www.trendyol.com/hp/amd-ryzen-7-5700u-8gb-512gb-ssd-15-6-fhd-freedos-gumus-renkli-dizustu-bilgisayar-4h0j2ea-p-151145028?boutiqueId=61&merchantId=923854,5451.0,0,1,AMD Ryzen 7,8.0,0.5,Free Dos,Dahili Ekran Kartı,"15,6 inç",1920 x 1080,Ofis - İş,2 kg ve altı,60.0,Dahili,1,5700U,5. Nesil,8.0,0.25,Yok,IPS,DDR4,Gümüş,Resmi Distribütör Garantili,1.8,2.8,Bluetooth,Q Türkçe,DDR,Full HD (FHD),2.0,8.0,Yok
Zeiron,"Rcx50 | Windows 11 Pro Ryzen 5 3600 16GB 512GB SSD RX580 8GB 23.8"" Oyuncu Masaüstü Bilgisayar",18849.0,4.9,https://www.trendyol.com/zeiron/rcx50-windows-11-pro-ryzen-5-3600-16gb-512gb-ssd-rx580-8gb-23-8-oyuncu-masaustu-bilgisayar-p-773586874?boutiqueId=61&merchantId=127037,309.0,1,1,AMD Ryzen 5,16.0,0.5,Free Dos,AMD Radeon RX 580,"24"" / 61 Ekran",1920 x 1080,Oyun,4 kg ve üzeri,75.0,Harici,8,11390H,7. Nesil,6.0,1.0,Yok,VA,DDR4,Siyah,Zeiron Türkiye Garantili,3.6,5.0,Wi-Fi,RGB,GDDR5,Full HD (FHD),2.0,64.0,Var
Dell,"Vostro 3520 Intel Core i5-1235U 16GB 512 GB SSD 120Hz 15.6"" Windows 11 Pro N1605PVNB3520T37",17899.0,4.8,https://www.trendyol.com/dell/vostro-3520-intel-core-i5-1235u-16gb-512-gb-ssd-120hz-15-6-windows-11-pro-n1605pvnb3520t37-p-796126166?boutiqueId=61&merchantId=1076285,1442.0,0,1,Intel Core i5,16.0,0.5,Windows,Intel UHD Graphics,"15,6 inç",1920 x 1080,Ofis - İş,2 kg ve altı,120.0,Dahili,1,1235U,12. Nesil,10.0,0.5,Yok,IPS,DDR4,Siyah,Resmi Distribütör Garantili,1.3,4.4,USB - Bluetooth - HDMI,Numeric,SD,Full HD (FHD),2.0,16.0,Yok
Huawei,MateBook D 16 2024 13. Nesil Core i9 16GB+1TB 16 inç Uzay Grisi,46299.0,4.9,https://www.trendyol.com/huawei/matebook-d-16-2024-13-nesil-core-i9-16gb-1tb-16-inc-uzay-grisi-p-815864834?boutiqueId=61&merchantId=117197,1642.0,1,1,Intel Core i9,16.0,1.0,Windows,Intel Iris Graphics,16 inç,1920 x 1200,Ofis - İş,2 - 4 kg,60.0,Dahili,1,13900H,13. Nesil,8.0,0.5,Yok,IPS,DDR4,Gri,Resmi Distribütör Garantili,4.0,5.0,USB - Bluetooth - HDMI,RGB Numeric,Dahili,FHD+,2.0,16.0,Yok
Zeiron,"Gtx90 | Windows 11 Pro Ryzen 5 3600 32GB 512GB M.2 SSD+1TB HDD GTX1650 24"" 165Hz Oyuncu Bilgisayarı",24149.0,4.8,https://www.trendyol.com/zeiron/gtx90-windows-11-pro-ryzen-5-3600-32gb-512gb-m-2-ssd-1tb-hdd-gtx1650-24-165hz-oyuncu-bilgisayari-p-301662312?boutiqueId=61&merchantId=127037,517.0,1,1,AMD Ryzen 5,32.0,0.5,Free Dos,Nvidia GeForce GTX 1650,"24"" / 61 Ekran",1920 x 1080,Oyun,4 kg ve üzeri,165.0,Harici,4,1235U,12. Nesil,6.0,1.0,Yok,VA,DDR4,Siyah,Zeiron Türkiye Garantili,3.6,4.4,Wi-Fi,RGB,GDDR6,Full HD (FHD),2.0,64.0,Var
CASPER,"Nirvana C550.1235-DF00X-G-F Intel Core i5-1235U 32GB RAM 1TB NVMe SSD FREEDOS 15.6"" LAPTOP",18099.0,4.0,https://www.trendyol.com/casper/nirvana-c550-1235-df00x-g-f-intel-core-i5-1235u-32gb-ram-1tb-nvme-ssd-freedos-15-6-laptop-p-740918787?boutiqueId=61&merchantId=129813,3722.0,0,1,Intel Core i5,32.0,1.0,Free Dos,Dahili Ekran Kartı,"15,6 inç",1920 x 1080,Ofis - İş,2 kg ve altı,60.0,Dahili,1,1235U,12. Nesil,10.0,0.5,Yok,IPS,DDR4,Gri,Casper Türkiye Garantili,3.9,4.4,USB - Bluetooth - HDMI,RGB Numeric,DDR4,Full HD (FHD),2.0,16.0,Yok
Huawei,"Matebook D14 2024 Intel Core i5 12450H 8GB 512GB SSD Windows 11 Home 14"" IPS",20788.5,4.8,https://www.trendyol.com/huawei/matebook-d14-2024-intel-core-i5-12450h-8gb-512gb-ssd-windows-11-home-14-ips-p-816046812?boutiqueId=61&merchantId=150534,4235.0,1,1,Intel Core i5,8.0,0.5,Windows,Intel UHD Graphics,14 inç,1920 x 1200,Ev - Okul,2 kg ve altı,60.0,Dahili,1,12450H,12. Nesil,8.0,0.5,Yok,IPS,LPDDR4X,Siyah,Huawei Türkiye Garantili,2.4,4.2,USB - Bluetooth - HDMI,Q Türkçe,Dahili,Full HD (FHD),2.0,16.0,Yok
Zeiron,"Wizard Simple5 Ryzen 5 5600x 32gb 512gb M.2 Ssd Rtx3050 24"" 165hz Oyuncu Masaüstü Bilgisayar",26749.0,4.5,https://www.trendyol.com/zeiron/wizard-simple5-ryzen-5-5600x-32gb-512gb-m-2-ssd-rtx3050-24-165hz-oyuncu-masaustu-bilgisayar-p-649633141?boutiqueId=61&merchantId=127037,1162.0,1,1,AMD Ryzen 5,32.0,0.5,Free Dos,Nvidia GeForce RTX 3050,"24"" / 61 Ekran",1920 x 1080,Oyun,4 kg ve üzeri,165.0,Harici,8,12400F,12. Nesil,6.0,1.0,Yok,TN,DDR4,Siyah,Zeiron Türkiye Garantili,3.7,4.4,HDMI,RGB,GDDR6,Full HD (FHD),2.0,64.0,Var
LENOVO,LOQ 15IRX9 i7-13650HX 32 GB 1 TBSSD 6GB RTX4050 15.6 Freedos 83DV00G7TRAR39,51099.0,5.0,https://www.trendyol.com/lenovo/loq-15irx9-i7-13650hx-32-gb-1-tbssd-6gb-rtx4050-15-6-freedos-83dv00g7trar39-p-874943536?boutiqueId=61&merchantId=1011169,0.0,1,1,Intel Core i7,32.0,1.0,Free Dos,Nvidia GeForce RTX 4050,"15,6 inç",1920 x 1080,Tasarım,2 - 4 kg,144.0,Harici,6,13650HX,13. Nesil,6.0,0.5,Yok,IPS,DDR5,Siyah,Resmi Distribütör Garantili,3.6,5.0,USB - Bluetooth - HDMI,Q Türkçe,GDDR6,Full HD (FHD),2.0,64.0,Yok
Apple,"Macbook Air M1 Çip 8gb 256gb Ssd Macos 13"" Qhd Taşınabilir Bilgisayar Uzay Grisi",33299.0,4.6,https://www.trendyol.com/apple/macbook-air-m1-cip-8gb-256gb-ssd-macos-13-qhd-tasinabilir-bilgisayar-uzay-grisi-p-68042136?boutiqueId=61&merchantId=141868,150000.0,1,1,Apple M1,8.0,0.25,Mac Os,Dahili Ekran Kartı,"13,3 inç",2560 x 1600,Ev - Okul,2 kg ve altı,120.0,Dahili,1,1255U,1. Nesil,8.0,0.244140625,Yok,IPS,DDR2,Gri,Apple Türkiye Garantili,3.3,4.5,Bluetooth,RGB,DDR2,Retina,1.0,16.0,Yok
Zeiron,"Xgen40 i7 12700F 12.Nesil 32GB 1TB Nvme M.2 SSD RTX4060 27"" 165Hz Curved Oyuncu Bilgisayarı",41949.0,4.8,https://www.trendyol.com/zeiron/xgen40-i7-12700f-12-nesil-32gb-1tb-nvme-m-2-ssd-rtx4060-27-165hz-curved-oyuncu-bilgisayari-p-833502500?boutiqueId=61&merchantId=127037,1139.0,1,1,Intel Core i7,32.0,1.0,Free Dos,Nvidia GeForce RTX 4060,25 + inç,1920 x 1080,Oyun,4 kg ve üzeri,165.0,Harici,8,4300U,4. Nesil,12.0,1.0,Yok,VA,DDR4,Gri,Zeiron Türkiye Garantili,2.1,4.3,Display Port,RGB,GDDR6,Full HD (FHD),2.0,64.0,Var
ASUS,"ExpertBook B1 B1502CBA-I58512B0D09 i5-1235U 16GB 512SSD 15.6"" FullHD W11P Taşınabilir Bilgisaya",22999.0,4.6,https://www.trendyol.com/asus/expertbook-b1-b1502cba-i58512b0d09-i5-1235u-16gb-512ssd-15-6-fullhd-w11p-tasinabilir-bilgisaya-p-812050666?boutiqueId=61&merchantId=121474,690.0,1,1,Intel Core i5,16.0,0.5,Windows,Dahili Ekran Kartı,"15,6 inç",1920 x 1080,Ev - Okul,2 kg ve altı,60.0,Dahili,1,1235U,12. Nesil,10.0,0.5,Yok,IPS,DDR4,Siyah,Resmi Distribütör Garantili,1.7,4.4,USB - Bluetooth - HDMI,Numeric,Dahili,Full HD (FHD),2.0,64.0,Yok
CASPER,Excalibur G770.1270-BVJ0X-B i7-12700H 16GB RAM 500GB SSD 4GB RTX3050 DOS GAMING LAPTOP,30299.0,4.7,https://www.trendyol.com/casper/excalibur-g770-1270-bvj0x-b-i7-12700h-16gb-ram-500gb-ssd-4gb-rtx3050-dos-gaming-laptop-p-356606101?boutiqueId=61&merchantId=114258,1517.0,0,1,Intel Core i7,16.0,0.48828125,Free Dos,Nvidia GeForce RTX 3050,"15,6 inç",1920 x 1080,Oyun,2 - 4 kg,144.0,Harici,4,12700H,12. Nesil,14.0,0.48828125,Yok,IPS,DDR4,Siyah,Casper Türkiye Garantili,2.3,4.7,Bluetooth,Q Türkçe,GDDR6,Full HD (FHD),2.0,64.0,Yok
Zeiron,"Rcx50 | Windows 11 Pro Ryzen 5 3600 16GB 512GB SSD RX580 8GB 23.8"" Oyuncu Masaüstü Bilgisayar",18849.0,4.9,https://www.trendyol.com/zeiron/rcx50-windows-11-pro-ryzen-5-3600-16gb-512gb-ssd-rx580-8gb-23-8-oyuncu-masaustu-bilgisayar-p-773586874?boutiqueId=61&merchantId=127037,309.0,1,1,AMD Ryzen 5,16.0,0.5,Free Dos,AMD Radeon RX 580,"24"" / 61 Ekran",1920 x 1080,Oyun,4 kg ve üzeri,75.0,Harici,8,11390H,7. Nesil,6.0,1.0,Yok,VA,DDR4,Siyah,Zeiron Türkiye Garantili,3.6,5.0,Wi-Fi,RGB,GDDR5,Full HD (FHD),2.0,64.0,Var
Dell,Inspiron 15 3520 I5-1235U 32 GB  1 TBSSD  15.6 Inç Fhd 120Hz Windows 11 Pro I352024052009UAR114,19899.0,4.4,https://www.trendyol.com/dell/inspiron-15-3520-i5-1235u-32-gb-1-tbssd-15-6-inc-fhd-120hz-windows-11-pro-i352024052009uar114-p-817772696?boutiqueId=61&merchantId=557390,2095.0,1,1,Intel Core i5,32.0,1.0,Windows,Intel UHD Graphics,"15,6 inç",1920 x 1080,Ofis - İş,2 kg ve altı,120.0,Dahili,1,1235U,12. Nesil,10.0,0.5,Yok,IPS,DDR4,Gri,Dell Türkiye Garantili,3.0,4.6,Bluetooth - HDMI,Q Türkçe,Dahili,Full HD (FHD),2.0,32.0,Yok
LENOVO,"IdeaPad 1 Ryzen 5-5500U 8GB 512GB SSD 15.6"" FHD FreeDOS Dizüstü Bilgisayar 82R400QDTX",12999.0,4.6,https://www.trendyol.com/lenovo/ideapad-1-ryzen-5-5500u-8gb-512gb-ssd-15-6-fhd-freedos-dizustu-bilgisayar-82r400qdtx-p-860978209?boutiqueId=61&merchantId=732265,880.0,1,1,AMD Ryzen 5,8.0,0.5,Free Dos,AMD Radeon Graphics,"15,6 inç",1920 x 1080,Ofis - İş,2 kg ve altı,165.0,Dahili,1,5500U,12. Nesil,6.0,0.5,Yok,TN,DDR4,Gri,Resmi Distribütör Garantili,2.1,4.0,USB - Bluetooth - HDMI,Q Türkçe,Dahili,Full HD (FHD),2.0,16.0,Yok
Zeiron,"Galaxy5 i5 10400F 16GB Ram 512GB NVMe M.2 SSD RTX3060 12GB 24"" 165Hz Oyuncu Masaüstü Bilgisayarı",29949.0,4.5,https://www.trendyol.com/zeiron/galaxy5-i5-10400f-16gb-ram-512gb-nvme-m-2-ssd-rtx3060-12gb-24-165hz-oyuncu-masaustu-bilgisayari-p-685389500?boutiqueId=61&merchantId=127037,692.0,1,1,Intel Core i5,16.0,0.5,Free Dos,Nvidia GeForce RTX3060,"24"" / 61 Ekran",1920 x 1080,Oyun,4 kg ve üzeri,165.0,Harici,12,1235U,11. Nesil,6.0,1.0,Yok,VA,DDR4,Siyah,Zeiron Türkiye Garantili,2.9,4.4,HDMI,RGB,GDDR6,Full HD (FHD),2.0,64.0,Var
Dell,"VOSTRO 3520 Intel Core i5-1235U 16GB 512GB SSD 15.6"" FHD Freedos N1605PVNB3520U004",15799.0,5.0,https://www.trendyol.com/dell/vostro-3520-intel-core-i5-1235u-16gb-512gb-ssd-15-6-fhd-freedos-n1605pvnb3520u004-p-789217440?boutiqueId=61&merchantId=129660,165.0,1,1,Intel Core i5,16.0,0.5,Free Dos,Dahili Ekran Kartı,"15,6 inç",1920 x 1080,Ofis - İş,2 kg ve altı,120.0,Dahili,1,1235U,12. Nesil,10.0,0.5,Yok,VA,DDR4,Siyah,Resmi Distribütör Garantili,1.3,4.4,Bluetooth - HDMI,Q Türkçe,Dahili,Full HD (FHD),2.0,32.0,Yok
LENOVO,"AMD Ryzen 5 5500U 16GB 512GB M.2 SSD 82R400KUTX ATL35 W11pro 15.6"" Notebook+Çanta",14999.0,4.2,https://www.trendyol.com/lenovo/amd-ryzen-5-5500u-16gb-512gb-m-2-ssd-82r400kutx-atl35-w11pro-15-6-notebook-canta-p-838221473?boutiqueId=61&merchantId=557390,4013.0,1,1,AMD Ryzen 5,16.0,0.5,Windows,Dahili Ekran Kartı,"15,6 inç",1920 x 1080,Ev - Okul,2 kg ve altı,60.0,Dahili,1,5500U,7. Nesil,6.0,0.5,Yok,TN,DDR4,Siyah,Resmi Distribütör Garantili,1.7,3.1,HDMI - USB,Q Türkçe,Dahili,Full HD (FHD),2.0,40.0,Yok
Zeiron,"Grade X7 Ryzen 5 5600x 32GB Ram 256GB M.2 SSD+1TB HDD Rtx3050 27"" 240Hz Oyuncu Bilgisayarı",29399.0,4.7,https://www.trendyol.com/zeiron/grade-x7-ryzen-5-5600x-32gb-ram-256gb-m-2-ssd-1tb-hdd-rtx3050-27-240hz-oyuncu-bilgisayari-p-639344559?boutiqueId=61&merchantId=127037,1011.0,1,1,AMD Ryzen 5,32.0,0.25,Free Dos,Nvidia GeForce RTX 3050,25 + inç,1920 x 1080,Oyun,4 kg ve üzeri,240.0,Harici,8,1235U,11. Nesil,6.0,1.0,Yok,VA,DDR4,Siyah,Zeiron Türkiye Garantili,3.7,4.4,Display Port,RGB,GDDR6,Full HD (FHD),2.0,64.0,Var
MSI,"CYBORG 15 A13VE-1252XTR Intel Core i5 13420H 16GB 512GB SSD RTX4050 Freedos 15.6"" FHD",34999.0,5.0,https://www.trendyol.com/msi/cyborg-15-a13ve-1252xtr-intel-core-i5-13420h-16gb-512gb-ssd-rtx4050-freedos-15-6-fhd-p-855593749?boutiqueId=61&merchantId=126144,440.0,1,1,Intel Core i5,16.0,0.5,Free Dos,Nvidia GeForce RTX 4050,"15,6 inç",1920 x 1080,Oyun,2 - 4 kg,144.0,Harici,6,13420H,13. Nesil,8.0,1.0,Yok,TN,DDR5,Siyah,Resmi Distribütör Garantili,2.0,4.6,HDMI,RGB Numeric,GDDR6,Full HD (FHD),2.0,64.0,Yok
LENOVO,"IdeaPad 3 15IAU7 Intel Core i3 1215U 24GB 256GB SSD Windows 11 Home 15.6"" 82RK00YATXA49",12899.0,4.7,https://www.trendyol.com/lenovo/ideapad-3-15iau7-intel-core-i3-1215u-24gb-256gb-ssd-windows-11-home-15-6-82rk00yatxa49-p-812253745?boutiqueId=61&merchantId=192739,500.0,0,1,Intel Core i3,24.0,0.25,Windows,Intel UHD Graphics,"15,6 inç",1920 x 1080,Ev - Okul,2 kg ve altı,60.0,Dahili,1,1215U,12. Nesil,6.0,0.5,Yok,TN,DDR4,Gri,Lenovo Türkiye Garantili,1.2,4.4,USB - Bluetooth - HDMI,Q Türkçe,Dahili,Full HD (FHD),2.0,16.0,Yok
Zeiron,"xTreme V2 Ryzen 7 5700X 32GB RAM 1TB M.2 Nvme SSD Gtx1660 6GB 24"" 165Hz Oyuncu Masaüstü Bilgisayar",26173.0,4.3,https://www.trendyol.com/zeiron/xtreme-v2-ryzen-7-5700x-32gb-ram-1tb-m-2-nvme-ssd-gtx1660-6gb-24-165hz-oyuncu-masaustu-bilgisayar-p-859272831?boutiqueId=61&merchantId=127037,248.0,1,1,AMD Ryzen 7,32.0,1.0,Free Dos,Nvidia GeForce GTX1660 SUPER,"24"" / 61 Ekran",1920 x 1080,Oyun,4 kg ve üzeri,165.0,Harici,8,1355U,12. Nesil,8.0,1.0,Yok,VA,DDR4,Siyah,Zeiron Türkiye Garantili,3.4,4.9,Display Port,RGB,GDDR6,Full HD (FHD),2.0,64.0,Var
Dell,Gaming G15 5530 G155530013U i7-13650HX 16GB DDR5 1TB SSD RTX4060 8GB FHD Ubuntu Gaming Laptop,47519.0,4.4,https://www.trendyol.com/dell/gaming-g15-5530-g155530013u-i7-13650hx-16gb-ddr5-1tb-ssd-rtx4060-8gb-fhd-ubuntu-gaming-laptop-p-750510203?boutiqueId=61&merchantId=105369,2946.0,1,1,Intel Core i7,16.0,1.0,Free Dos,Nvidia GeForce RTX 4060,"15,6 inç",1920 x 1080,Oyun,2 - 4 kg,165.0,Harici,8,13650HX,13. Nesil,14.0,0.5,Yok,IPS,DDR5,Siyah,Resmi Distribütör Garantili,3.7,5.0,HDMI - USB,RGB Numeric,GDDR6,Full HD (FHD),2.0,16.0,Yok
Huawei,"Matebook 14 Intel Core Ultra 5 125H 16Gb Ram 512Gb SSD Intel Arc Graphics 14.2"" W11 Home Gri",38999.0,4.9,https://www.trendyol.com/huawei/matebook-14-intel-core-ultra-5-125h-16gb-ram-512gb-ssd-intel-arc-graphics-14-2-w11-home-gri-p-847686803?boutiqueId=61&merchantId=624588,493.0,0,1,Intel Core Ultra 5,16.0,0.5,Windows,Dahili Ekran Kartı,"14,2 inç",1920 x 1280,Ev - Okul,2 - 4 kg,60.0,Dahili,1,13420H,13. Nesil,8.0,0.5,Yok,IPS,Birleşik Bellek,Gri,Huawei Türkiye Garantili,1.5,4.6,Bluetooth,Q Türkçe,Dahili,Full HD (FHD),2.0,16.0,Yok
Zeiron,"Xgen12 i7 12700F 12.Nesil 32GB Ram 512GB NVMe SSD 12GB RTX3060 27"" 180Hz Curved Oyuncu Bilgisayarı",40699.0,4.9,https://www.trendyol.com/zeiron/xgen12-i7-12700f-12-nesil-32gb-ram-512gb-nvme-ssd-12gb-rtx3060-27-180hz-curved-oyuncu-bilgisayari-p-358175240?boutiqueId=61&merchantId=127037,2358.0,1,1,Intel Core i7,32.0,0.5,Free Dos,Nvidia GeForce RTX3060,25 + inç,1920 x 1080,Oyun,4 kg ve üzeri,165.0,Harici,12,4300U,4. Nesil,12.0,1.0,Yok,VA,DDR4,Gri,Zeiron Türkiye Garantili,2.1,4.3,Display Port,RGB,GDDR6,Full HD (FHD),2.0,64.0,Var
LENOVO,"IP/Celeron İşlemci/4 GB RAM/128 GB SSD/15.6""/Win/Laptop Gri 82V700A9TX",8994.0,4.2,https://www.trendyol.com/lenovo/ip-celeron-islemci-4-gb-ram-128-gb-ssd-15-6-win-laptop-gri-82v700a9tx-p-759819201?boutiqueId=61&merchantId=110963,5573.0,1,1,Intel Celeron,4.0,0.125,Windows,Dahili Ekran Kartı,"15,6 inç",1366 x 768,Ev - Okul,2 - 4 kg,60.0,Dahili,1,N4020,10. Nesil,2.0,0.125,Yok,TN,DDR4,Gri,Resmi Distribütör Garantili,1.1,2.8,USB - Bluetooth - HDMI,Q Türkçe,Dahili,Full HD (FHD),1.0,4.0,Yok
